"","p","n","n_resamples","prop_resample","runs","k","res"
"291",2,100,100,0.2,100,4,0.147409354319619
"292",2,100,100,0.2,100,4,0.133904233843945
"293",2,100,100,0.2,100,4,0.130900751903813
"294",2,100,100,0.2,100,4,0.143324724278694
"295",2,100,100,0.2,100,4,0.126783940411795
"296",2,100,100,0.2,100,4,0.13257775404232
"297",2,100,100,0.2,100,4,0.139637081675103
"298",2,100,100,0.2,100,4,0.143856152849383
"299",2,100,100,0.2,100,4,0.147511537360557
"300",2,100,100,0.2,100,4,0.15582519398606
"301",2,100,100,0.2,100,5,0.12187374602275
"302",2,100,100,0.2,100,5,0.105169750709231
"303",2,100,100,0.2,100,5,0.127630337992172
"304",2,100,100,0.2,100,5,0.120771928807616
"305",2,100,100,0.2,100,5,0.113125552764912
"306",2,100,100,0.2,100,5,0.113580069146133
"307",2,100,100,0.2,100,5,0.117678199079665
"308",2,100,100,0.2,100,5,0.110129416267173
"309",2,100,100,0.2,100,5,0.119033660059305
"310",2,100,100,0.2,100,5,0.121630764061138
"311",2,100,100,0.2,100,5,0.125963266870153
"312",2,100,100,0.2,100,5,0.127790188353537
"313",2,100,100,0.2,100,5,0.116600760822929
"314",2,100,100,0.2,100,5,0.114359914535551
"315",2,100,100,0.2,100,5,0.111124714498088
"316",2,100,100,0.2,100,5,0.119575284464846
"317",2,100,100,0.2,100,5,0.116421294820291
"318",2,100,100,0.2,100,5,0.114789189195963
"319",2,100,100,0.2,100,5,0.125335159886195
"320",2,100,100,0.2,100,5,0.120062379183195
"321",2,100,100,0.2,100,5,0.117114748644807
"322",2,100,100,0.2,100,5,0.1164972979585
"323",2,100,100,0.2,100,5,0.118705192855421
"324",2,100,100,0.2,100,5,0.124261789890039
"325",2,100,100,0.2,100,5,0.112412614593742
"326",2,100,100,0.2,100,5,0.117051963111606
"327",2,100,100,0.2,100,5,0.109074516443505
"328",2,100,100,0.2,100,5,0.105142271893395
"329",2,100,100,0.2,100,5,0.111364043375909
"330",2,100,100,0.2,100,5,0.112840678661156
"331",2,100,100,0.2,100,5,0.113369132576513
"332",2,100,100,0.2,100,5,0.123379526501094
"333",2,100,100,0.2,100,5,0.112919129124134
"334",2,100,100,0.2,100,5,0.123546673901566
"335",2,100,100,0.2,100,5,0.113183244842705
"336",2,100,100,0.2,100,5,0.12908526945912
"337",2,100,100,0.2,100,5,0.116707486887988
"338",2,100,100,0.2,100,5,0.115207792455403
"339",2,100,100,0.2,100,5,0.119030290681343
"340",2,100,100,0.2,100,5,0.115407117103259
"341",2,100,100,0.2,100,5,0.117250030441192
"342",2,100,100,0.2,100,5,0.109552113582293
"343",2,100,100,0.2,100,5,0.124254115405983
"344",2,100,100,0.2,100,5,0.125285627630423
"345",2,100,100,0.2,100,5,0.130958280709628
"346",2,100,100,0.2,100,5,0.123587590389486
"347",2,100,100,0.2,100,5,0.128880606241012
"348",2,100,100,0.2,100,5,0.112751739808187
"349",2,100,100,0.2,100,5,0.121889423181703
"350",2,100,100,0.2,100,5,0.117588950233859
"351",2,100,100,0.2,100,5,0.113959767055328
"352",2,100,100,0.2,100,5,0.108920135544659
"353",2,100,100,0.2,100,5,0.127038856550639
"354",2,100,100,0.2,100,5,0.119482682955982
"355",2,100,100,0.2,100,5,0.108485447167044
"356",2,100,100,0.2,100,5,0.122995211163316
"357",2,100,100,0.2,100,5,0.119282133299974
"358",2,100,100,0.2,100,5,0.117637472281057
"359",2,100,100,0.2,100,5,0.117508299274289
"360",2,100,100,0.2,100,5,0.115726328742908
"361",2,100,100,0.2,100,5,0.127032274062058
"362",2,100,100,0.2,100,5,0.117126713822757
"363",2,100,100,0.2,100,5,0.116843601545406
"364",2,100,100,0.2,100,5,0.121076119076231
"365",2,100,100,0.2,100,5,0.130339918761125
"366",2,100,100,0.2,100,5,0.120425525719003
"367",2,100,100,0.2,100,5,0.122029595897406
"368",2,100,100,0.2,100,5,0.132911858401347
"369",2,100,100,0.2,100,5,0.112264064673755
"370",2,100,100,0.2,100,5,0.103995797464121
"371",2,100,100,0.2,100,5,0.124911659800881
"372",2,100,100,0.2,100,5,0.102578708024593
"373",2,100,100,0.2,100,5,0.110626084079515
"374",2,100,100,0.2,100,5,0.124110840601208
"375",2,100,100,0.2,100,5,0.128858860716218
"376",2,100,100,0.2,100,5,0.110818195490412
"377",2,100,100,0.2,100,5,0.11970809591849
"378",2,100,100,0.2,100,5,0.117598534863858
"379",2,100,100,0.2,100,5,0.121409576801862
"380",2,100,100,0.2,100,5,0.117925210436704
"381",2,100,100,0.2,100,5,0.122251885315313
"382",2,100,100,0.2,100,5,0.116240576013257
